date,name,label,raw_adjusted_close,open,high,low,close,adjusted_close,volume,rsi_15,sma_20,macd_12,macdhist_12,willR_14,ultimate_osc_7,mfi_14,kddiff_14,year,month,week,weekday,day
2000-03-16,spy,0.68,144.57203021058194,2.162624322272,1.4191767825844697,2.541438666105357,3.9221034180247543,3.9221034180247543,-0.6661950288578284,0.44336878020269793,0.31748258136525453,-0.10485617645240664,2.3786246597074827,1.3130203201937547,0.3562573768484556,0.31145507803706063,0.8433706094894478,-1.661115271973,-1.0258566396250315,-1.036993014266035,0.6979390630238008,0.03281390201993274
2000-03-17,spy,0.72,146.2171125608073,1.9141177376158016,2.5221570678382426,1.7771645816414838,1.8031334587062327,1.8031334587062327,-0.8119651672630441,0.5739883277027432,0.333691527748703,0.2816801197600308,2.9273099750994125,1.2002741333132758,0.627557207978668,0.2962484821473176,2.3529653042884675,-1.661115271973,-1.0258566396250315,-1.036993014266035,1.4119161958927011,0.14693872301572836
2000-03-20,spy,0.76,147.8621949110326,1.88752472159841,2.4870422085839317,1.7527353690699632,1.7826198829254334,1.7826198829254334,-0.7861814557824379,0.6884457862410672,0.3544472492079158,0.674645385962807,3.383310711448239,1.1203094728394256,0.790419309166222,0.3277640895929978,1.5408583733643317,-1.661115271973,-1.0258566396250315,-0.9702767879673634,-1.4439923355829003,0.4893131860031152
2000-03-21,spy,0.8,149.5072772612579,1.861653560599225,2.4528836910547467,1.7289620414425526,1.7625627662346075,1.7625627662346075,-0.7734890952896085,0.7893398594439354,0.37974974574289194,1.0681693578138118,3.7495932360723656,1.060938129990071,0.8211333394240681,0.3719820677012979,0.06307002779974054,-1.661115271973,-1.0258566396250315,-0.9702767879673634,-0.7300152027139999,0.6034380069989108
2000-03-22,spy,0.84,151.15235961148326,1.8364752565608224,2.4196429716304415,1.7058185344721837,1.7429470408829475,1.7429470408829475,-0.83524724835861,0.8787456481760343,0.4074814341709249,1.4576464583424826,4.031885155484895,1.0151124890068024,0.9622596387643069,0.37951134659693586,-0.3214716441658001,-1.661115271973,-1.0258566396250315,-0.9702767879673634,-0.016038069845099548,0.7175628279947064
2000-03-23,spy,0.88,151.32845579818104,0.6229653053881087,0.2207332983367102,0.5254502464133874,0.166533388363355,0.166533388363355,-0.7959927706428729,0.8879875466296974,0.4350174918940224,1.7552454819080978,4.0140172204901825,1.0129321059191743,1.2977988374642766,0.378979206420194,-0.206621049225892,-1.661115271973,-1.0258566396250315,-0.9702767879673634,0.6979390630238008,0.831687648990502
2000-03-24,spy,0.92,151.50455198487884,0.6200074889720926,0.22041102284687483,0.5231888393177724,0.16631616179632253,0.16631616179632253,-0.7982018406964382,0.8976835284978072,0.4623579189121844,1.977468815276871,3.799793061706429,1.0108006116003143,1.3166667742754605,0.3814148090831702,-0.10737289826339005,-1.661115271973,-1.0258566396250315,-0.9702767879673634,1.4119161958927011,0.9458124699862976
2000-03-27,spy,0.96,151.68064817157668,0.6170768180530999,0.22008960404769579,0.5209461678461352,0.1660994402011977,0.1660994402011977,-0.8290167415850855,0.9078431037531914,0.48950271522541094,2.1381046610740886,3.46505636169972,1.0087163799966683,0.9843386475735557,0.6954298662415624,-0.03266593783481656,-1.661115271973,-1.0258566396250315,-0.9035605616686916,-1.4439923355829003,1.2881869329736844
2000-03-28,spy,1.0,151.85674435827445,0.6141729206445468,0.21976903852792004,0.5187220001235976,0.16588322181908158,0.16588322181908158,-0.857518470785551,0.9184744027914956,0.516451880833703,2.248657593864552,3.064424870564245,0.9965070112212504,0.6516024408187645,0.9086255400392861,-0.020440363922204913,-1.661115271973,-1.0258566396250315,-0.9035605616686916,-0.7300152027139999,1.40231175396948
2000-03-29,spy,0.9230769230769231,151.15231080651762,-0.7009272595765704,-0.2481909342076028,-0.9336703680992646,-0.7634240461669325,-0.7634240461669325,-0.8527394593369954,0.750694751232551,0.5407515099115209,2.268199981835267,2.5025192877157427,0.8733299836635082,0.2914476745625386,0.7693570463830885,-0.1505866852491445,-1.661115271973,-1.0258566396250315,-0.9035605616686916,-0.016038069845099548,1.5164365749652757
2000-03-30,spy,0.8461538461538461,150.44787725476073,-0.7043039002110921,-0.24847431675070353,-0.9401554247339801,-0.7668880611157106,-0.7668880611157106,-0.82099814092281,0.5883266275490536,0.5624016024588666,2.2162151066227445,1.8632727484839555,0.7501529561057565,-0.05420520550493125,0.5786076598472273,-0.33808940200369403,-1.661115271973,-1.0258566396250315,-0.9035605616686916,0.6979390630238008,1.6305613959610712
2000-03-31,spy,0.7692307692307692,149.7434437030039,-0.7077141297461813,-0.24875840842035396,-0.9467330148407389,-0.7703845147852981,-0.7703845147852981,-0.8238063319229921,0.4314798913180499,0.5814021584757382,2.108782773078217,1.2048042289412635,0.6269759285480148,-0.2944749665943129,0.586644729281362,-0.5151631678653239,-1.661115271973,-1.0258566396250315,-0.9035605616686916,1.4119161958927011,1.7446862169568669
2000-04-03,spy,0.6923076923076923,149.039010151247,-0.7111584518720154,-0.24904321188187034,-0.9534051331521316,-0.7739138649774482,-0.7739138649774482,-0.8323754321505423,0.28023171000232977,0.5977531779621377,1.9591329987726382,0.5660500082593068,0.37139577695875703,-0.4265596189136185,0.5729390292232488,-0.7091405655633902,-1.661115271973,-0.7347985662696204,-0.8368443353700199,-1.4439923355829003,-1.4508087709254103
2000-04-04,spy,0.6153846153846154,148.7765749341454,0.33650423038924016,-0.249328729813641,-3.2772604656926663,-0.30228444422580075,-0.30228444422580075,-0.694183232151476,0.22413970188527318,0.6154458105031771,1.8034676998616492,0.039090788483526026,0.11429284050381364,-0.2143661516302387,0.23212909098417148,-0.9157552629035399,-1.661115271973,-0.7347985662696204,-0.8368443353700199,-0.7300152027139999,-1.3366839499296146
2000-04-05,spy,0.5384615384615384,148.51413971704383,0.3355960868634109,-0.24961496490720708,3.2643991129181567,-0.3027821335005591,-0.3027821335005591,-0.8356173450976279,0.16650550520651936,0.6344800560988557,1.6448633466177798,-0.39027226489751504,-0.17476762758107686,-0.42446068256024805,0.1334348257750206,-1.1561494836728858,-1.661115271973,-0.7347985662696204,-0.8368443353700199,-0.016038069845099548,-1.222559128933819
2000-04-06,spy,0.46153846153846156,150.15902476106461,0.3346925757636409,-0.24990191986865448,1.853662428606856,1.754524212740051,1.754524212740051,-0.8570072697267067,0.36876961238343686,0.6547588801113339,1.5951779452475623,-0.4448612675962034,0.2825813945655958,-0.43699859916463735,0.10470673570095344,-0.5057406895503557,-1.661115271973,-0.7347985662696204,-0.8368443353700199,0.6979390630238008,-1.1084343079380234
2000-04-07,spy,0.3846153846153846,151.80390980508548,0.3337936617349949,-0.2501895974164351,1.8271224618659963,1.7350840261869644,1.7350840261869644,-0.8611119763823922,0.5361089964439398,0.6762822825406126,1.6313941204321574,-0.26068333295597196,0.794162186074859,-0.29019057335113824,0.05116839701822823,0.6558798389624447,-1.661115271973,-0.7347985662696204,-0.8368443353700199,1.4119161958927011,-0.9943094869422278
2000-04-10,spy,0.3076923076923077,150.26168699544237,-0.14722469567162702,-0.13333915886192038,-1.364825818457803,-1.6479843155219216,-1.6479843155219216,-0.8194679831978973,0.2154654693136622,0.6969524106022885,1.5516696921271,-0.42086696421388525,0.3145106940093433,-0.3388003133170686,-0.20960501753772626,0.8559112038904385,-1.661115271973,-0.7347985662696204,-0.7701281090713481,-1.4439923355829003,-0.6519350239548409
2000-04-11,spy,0.23076923076923073,148.71946418579927,-0.1473441256644343,-0.13340814294310743,-1.3789047349789607,-1.6646918203009986,-1.6646918203009986,-0.8266133511756418,-0.0604290779675118,0.7167692642963625,1.3820171491598359,-0.78754317358854,-0.16514079805617235,-0.4768107353546398,-0.4099532955052891,-0.20984718523168547,-1.661115271973,-0.7347985662696204,-0.7701281090713481,-0.7300152027139999,-0.5378102029590454
2000-04-12,spy,0.15384615384615385,147.1772413761562,-0.1474637777411301,-0.13347721211345112,-1.3932811499578526,-1.6817458391709013,-1.6817458391709013,-0.8061036411593456,-0.2997985960860613,0.7276273787331556,1.1438414684141405,-1.262637939094807,-0.644792290121679,-0.7231135912400829,-0.6729224087003753,-1.7168976451934574,-1.661115271973,-0.7347985662696204,-0.7701281090713481,-0.016038069845099548,-0.4236853819632497
2000-04-13,spy,0.07692307692307687,143.12513437038228,-3.719161960033799,-5.159451358215267,-5.311718198360643,-4.431666214265963,-4.431666214265963,-0.7893666551408427,-0.7755660898227943,0.7250420276981432,0.7107133328295252,-2.159814255744767,-1.215238865662488,-1.0288635860316466,-0.944135065075962,-2.3223176671014816,-1.661115271973,-0.7347985662696204,-0.7701281090713481,0.6979390630238008,-0.3095605609674541
