,adjusted_close,close,high,kdDiff,low,macd,macd_trigger,mfi,open,rsi,sma,ulOs,volume,williamsR
0,115.32002,115.32002,116.69405973096133,,114.93170357969264,,,,116.14643898843067,,,,30586300.0,
1,116.226096,116.226096,116.6044536020966,,115.89751956788858,,,,115.94729874650746,,,,15039500.0,
2,116.25596499999999,116.25596499999999,117.51052077347605,,115.69837746518799,,,,117.01267920526504,,,,20905900.0,
3,116.75380600000001,116.75380600000001,117.29147588673433,,115.98712600595375,,,,116.01699550421792,,,,18296900.0,
4,116.016995,116.016995,116.016995,,115.09100869597533,,,,115.09100869597533,,,,14249500.0,
5,115.787993,115.787993,116.00704428582803,,115.14079696956927,,,,115.84773100117192,,,,26085900.0,
6,116.55466499999999,116.55466499999999,116.89320124633292,,116.2758747197769,,,,116.29579236507413,,,,23783200.0,
7,116.44513899999998,116.44513899999998,116.99276770823687,,116.1763075421028,,,,116.23604653850244,,,,21425000.0,
8,116.13648,116.13648,116.87328352935394,,115.25032300454667,,,,115.3001101484015,,,,27779400.0,
9,115.469374,115.469374,115.99708506512819,,115.15075639292914,,,,115.96721556680312,,,,44351100.0,
10,115.32002,115.32002,116.22609463443327,,114.73256994094336,,,,114.88191643619359,,,,46524500.0,
11,114.692743,114.692743,115.6983779939666,,114.48365053607888,,,,114.54338953317097,,,,34031800.0,
12,114.692743,114.692743,115.41958771017741,,113.25895728563316,,,,113.34856478558814,,,,43733800.0,
13,112.810902,112.810902,114.50356033971156,,112.0043936835394,,,,112.80094317729984,,,,26374400.0,-85.35252994914299
14,113.45808999999998,113.45808999999998,114.20485234962953,,111.8251706578265,,,28.370004747103266,111.8251706578265,,115.4627354,,34402600.0,-71.27847346324911
15,111.63599599999999,111.63599599999999,111.94465478457042,1.1992536537116223,110.12255265751293,,,23.89096402540754,110.38143325946928,30.36091331180218,115.2171338,,27068300.0,-79.51475535990767
16,110.550697,110.550697,110.71000928795284,2.9599227107957233,108.68877452410666,,,18.375108535570362,108.78834084580505,27.012039149641254,114.83877386666667,,29998700.0,-78.3565371223741
17,109.47535800000001,109.47535800000001,109.88359206917814,11.59200162113585,108.71864379378489,,,13.708706322194516,109.02730357509697,24.180582172254404,114.38673339999998,,26195500.0,-90.52764786227674
18,108.63898700000001,108.63898700000001,109.55501348562004,6.260599669152143,107.78269851496016,,,13.146105780235033,109.52514398748839,22.23805875778376,113.84574546666666,,34324500.0,-90.70269216147757
19,109.425578,109.425578,109.61475182063862,-8.453032579067568,108.38010673056078,,,18.90151218491306,108.69872533222377,28.061430785490842,113.40631766666667,,26528000.0,-82.16213743280959
20,109.017344,109.017344,110.46108852239351,0.1621974785044955,108.55933075551481,,,20.907317885280733,109.89355013352024,26.939613256706608,112.95494106666666,,37086900.0,-86.59461227564807
21,110.042897,110.042897,111.71564466538402,-9.241444518734482,109.7939762164607,,,27.808850710067915,111.11823578057286,34.03739100229414,112.5208232,,36162300.0,-75.13693033549436
22,110.97884099999999,110.97884099999999,111.54638038576655,-18.719526356439033,109.59484244091908,,,33.76926351166965,110.30177646961184,39.75983511246342,112.15640333333334,,28528800.0,-62.14624494913218
23,111.08836699999999,111.08836699999999,111.98448281418271,-7.792522150951662,110.90914304061695,,,41.06495762088522,110.94897136156673,40.40802477647785,111.81986246666666,,27194000.0,-60.84906549136161
24,111.307418,111.307418,111.38707464169585,-6.025980228705343,110.47104018880674,,,44.63539344278525,110.65026315204834,41.75108360682005,111.54239873333336,,11475900.0,-55.471674991541555
25,110.74983799999998,110.74983799999998,111.02862828188249,2.986905708315355,109.85372218357016,-0.9776477457553767,,45.48551549618336,110.8792748160749,39.33342910926601,111.23771993333335,,27426400.0,-61.147275949766936
26,111.31737700000001,111.31737700000001,111.93469556262217,-10.902112802111297,110.9191027520344,-0.9835054656603717,,54.22132039923994,111.46672349550714,42.936998140952284,111.01269553333334,,25965500.0,-47.40736266854295
27,111.24768,111.24768,111.50655263747412,-8.230892740150594,109.53510400689204,-0.9886436884431049,,53.90564185650323,109.64463014775933,42.604020112803475,110.78302466666668,,29264600.0,-46.04642656900435
28,109.584883,109.584883,110.06281388815657,10.382172465576687,109.18661572317613,-1.0646165268303207,,45.93599299209175,109.24635372376514,35.55575576755717,110.56795673333335,54.56889977675406,28428900.0,-57.10906708435034
29,109.47535800000001,109.47535800000001,109.873632250752,8.137950969779176,108.36019786422294,-1.133082116668973,,45.92809774806055,109.33596335640905,35.14542166340365,110.30244126666665,64.39376985805858,27632000.0,-59.715697796456524
30,109.51518600000001,109.51518600000001,109.75415493075616,-16.16363403764393,106.13982017319093,-1.1880095624669025,,42.894975666468014,106.23938749098298,35.43572926619298,110.16105393333333,56.03423396625076,58840500.0,-42.2487484027595
31,106.647621,106.647621,107.21515938815088,33.96235034903453,105.70172501399271,-1.3612882420565313,,42.37563655818423,106.10995111436885,26.340248912074998,109.90084886666666,53.802169455936145,32264500.0,-84.94457344864254
32,105.25366299999999,105.25366299999999,107.34459658374108,16.975481805563966,103.63070248016298,-1.57220414156005,,40.933643408609676,107.2450292661183,23.234178934053006,109.61940253333334,57.704508113384314,51175500.0,-80.57214273126499
33,107.961922,107.961922,108.40002556511818,-34.60577742175816,106.09004069893724,-1.6315440204764116,-0.42037274159662896,41.85436362738364,106.65758008416273,38.36388100050758,109.57426486666667,52.91940269855938,34143900.0,-48.1525806681956
34,107.32468600000001,107.32468600000001,110.61043536349217,-8.58166568111156,105.37314805321668,-1.7072114136864087,-0.44092456427255655,44.21401893615249,110.61043536349217,36.54795204280249,109.43420539999998,59.001627653397925,57134500.0,-55.78069601861873
35,110.401343,110.401343,110.83944656636308,-33.01545994414312,107.58356570260395,-1.6303784768885379,-0.3236370021997206,46.77238642330651,109.40565986519616,49.028778919368904,109.526472,58.867507070162375,59176400.0,-18.951178399264045
36,110.58056599999999,110.58056599999999,111.23771985031519,-20.560170740969458,109.22643595273881,-1.549389508631137,-0.2156871412820618,46.27363835265494,109.83380365537974,49.646939731769685,109.5623166,56.28454126966181,24054500.0,-16.80576646797193
37,109.933378,109.933378,110.03294432130224,6.2221926650755,108.98747405123382,-1.5020794965176378,-0.14966855926094458,40.23860568910697,109.60480057682778,47.42181411858135,109.49261906666666,57.13235241198503,32560000.0,-24.100665098693486
38,108.370149,108.370149,109.77406621045814,22.47247703969824,107.64330528604712,-1.5257105002749114,-0.15404405601619398,38.75870447831485,108.06149021357784,42.49307755817927,109.31140453333335,56.70456154344846,30837000.0,-42.92569282303095
39,109.35588,109.35588,110.97884051248691,-2.45805238483592,109.07708971968916,-1.4974174923677737,-0.11177870943027224,44.06030727530613,110.50091659351548,46.26622543127555,109.181302,54.35629441327245,26932600.0,-31.0551265760263
40,110.54073700000001,110.54073700000001,111.29359284920601,-24.72740801484645,110.18412894406961,-1.4145136697176781,-0.025666566026823823,44.30084156097492,110.35252947658027,50.452930957551494,109.16736193333334,53.55454948810954,28331700.0,-12.263001684682177
41,110.441678,110.441678,112.70023858763514,3.2436493146517797,109.49070569449935,-1.3413526476071382,0.042217294296636565,51.42022266324248,112.39315544196458,50.10324183936766,109.10898200000001,52.34892494883892,43825800.0,-24.902713445006018
42,112.472406,112.472406,113.15592004263958,-11.407021021937293,112.13559899284114,-1.1814461548891444,0.17966558845744918,56.67011232179614,112.58137268155224,56.69570525148669,109.1906304,48.204983222843815,26419400.0,-7.175836542906805
43,112.65071299999998,112.65071299999998,114.12670082617467,-1.9768887633455847,112.38324779734972,-1.0287152906188481,0.2954635135357737,62.68154154231256,112.79930455911742,57.22734986372498,109.39501906666668,45.28639191546281,37861700.0,-14.062386230610826
44,113.40356899999999,113.40356899999999,114.7705911375943,1.652305138417825,113.0271371157534,-0.8570175759875838,0.4152544250373671,72.29799023203151,114.30500847826175,59.477902183686936,109.6568998,52.19727602942597,34562000.0,-12.27141652517664
45,114.503125,114.503125,114.61209168127859,-10.765924619334541,112.2445653925254,-0.6535955468222596,0.5499346259579478,79.79566379149992,113.2351625805381,62.560531401179766,109.98942906666666,59.01415295663816,66134200.0,-2.4009767585591923
46,117.13811799999999,117.13811799999999,117.24708468175997,-6.418500302660245,116.20695465795993,-0.3539655610296393,0.7551685437782829,88.68971366224443,116.8409358704917,68.67838232769108,110.68879553333335,57.72973475521138,48129000.0,-0.9176963392076715
47,116.543761,116.543761,116.63291078441698,4.26391960248659,115.89987084743102,-0.11540397880531827,0.8833156675578702,83.96848899632656,115.99892858490966,66.06922904946894,111.44146873333334,60.09670564836624,23538700.0,-5.923256151370022
48,115.503631,115.503631,115.81072207415068,14.621126255006967,115.18664088807591,0.048564031100113425,0.9309188244118238,78.26702347597285,115.7116564110296,61.67585501494814,111.94424933333333,58.1264038591989,23192700.0,-18.041602500295813
49,115.959304,115.959304,116.27629410724994,1.4266737855404816,115.23617202042503,0.21337832819271796,0.9739849968928252,76.7552347278742,115.7611875356371,62.83583945607642,112.51989053333334,65.72233769849176,24125800.0,-13.4091031113734
50,116.018745,116.018745,116.65272620627826,-2.935183111721159,112.72996235370857,0.3606306595141149,0.9966554028570864,72.2270840296607,116.14751966194878,62.99239437275415,112.894384,66.88711234074255,20034600.0,-12.790169694113448
51,116.365453,116.365453,117.09849294003622,-3.9195871176303942,116.3456370937942,0.5048219173790756,1.0140859206418198,78.71294922105957,117.06877601490785,63.94166284722278,113.28004313333334,65.19765645923172,24553500.0,-9.18004928511303
52,116.444703,116.444703,116.73196925176758,-1.16403021741022,115.6819391990598,0.6338516417235667,1.0161027955433874,79.63380713815015,116.22677062695955,64.16676658207794,113.71413146666667,60.61805638104427,23624900.0,-9.82107927220302
53,116.523945,116.523945,117.05886847554802,-0.1774035235210274,116.0286464028233,0.7491039191370703,1.0056489537394586,80.09734275164995,116.77159429858835,64.40482716480592,114.25771786666668,61.79091006797127,35652200.0,-9.323160755136998
54,115.88006200000001,115.88006200000001,116.33573571578835,8.052375695026207,114.63190756218448,0.8193952985267288,0.9563914072258819,72.84571092414923,115.69184655312468,60.88342732551091,114.69266333333333,64.3921329506965,35192400.0,-17.624495708696216
55,116.23666999999999,116.23666999999999,116.87065913407741,6.293705969547677,115.65222162185857,0.894726215301219,0.9170865102225529,72.5950822342255,116.24657795306776,62.11267175202255,115.07239220000001,55.18624135150829,37586800.0,-19.767534201464283
56,115.206456,115.206456,117.5739822900341,25.72772474411319,115.107390337562,0.9120283944604495,0.8305677238949186,61.803245301184226,116.59328612038497,56.60657406065397,115.39004406666666,51.17275861490786,64041000.0,-44.42373969919344
57,114.95880700000001,114.95880700000001,115.65222206198479,16.974933814299945,113.64131075463055,0.9132430895704715,0.739362150226614,54.47614518619446,113.93848594957451,55.343005540965095,115.55580413333331,48.08432057258981,36236000.0,-49.070570764628805
58,112.98751299999999,112.98751299999999,113.48281159276343,39.312340173263664,112.44268851034896,0.8229311731143412,0.5769335411293188,48.625477849886806,113.2351622963817,46.49207554723708,115.57825746666664,47.08027739167714,24358400.0,-86.05949540517479
59,112.81911299999999,112.81911299999999,113.26487876379335,18.76587800490293,112.06625715426215,0.7331353135035954,0.43301127246095383,38.14267268184928,112.63089755266974,45.82134527050979,115.53929373333334,44.43684738942067,28779300.0,-86.33091108980473
60,111.98701499999999,111.98701499999999,112.59128027487145,7.804780231274108,111.63039902196225,0.6143007984187676,0.2792682287787787,29.116709721499873,112.33372302497001,42.56996418368369,115.37155306666665,39.78611803943657,21453100.0,-93.99998347876387
61,111.937482,111.937482,113.23516233225695,3.7288980142793235,111.57095806944739,0.5053672905766717,0.15140864083260697,35.53281726681395,111.99691584995607,42.37817431579387,115.024844,39.24934313353058,29736800.0,-93.89434529856362
62,111.461992,111.461992,111.98701445029344,2.3087192241619334,111.22425065740099,0.3863963227973386,0.02883348715846562,35.71955269839151,111.65020744586411,40.50143990225122,114.6860594,46.82011822555785,21701800.0,-96.25588361282567
63,111.98701499999999,111.98701499999999,112.30400609994715,-13.217351829252152,110.74876851583139,0.30385436618799133,-0.04774086173411701,37.34006028472581,111.40255869708365,43.46347273462916,114.45161833333333,39.09724450296234,36379100.0,-81.8577626264425
64,111.125193,111.125193,112.72996342285236,5.427972571434481,110.7487690388267,0.19145564684903604,-0.14234629428717538,36.12249774040295,112.09598221056135,39.964353995612115,114.12934426666668,46.81900501161385,35887000.0,-94.48479569106857
65,112.878547,112.878547,113.56206104333161,-19.375847317756566,112.36343943220992,0.17044876394818687,-0.14520282416713293,36.71202256813581,112.62099668319513,48.92708141630156,113.91999773333333,45.59929800962574,29641100.0,-68.79543184099897
66,112.026632,112.026632,112.11578970928606,-0.3628018230520951,111.28368410918922,0.11315981663508978,-0.17999268576020444,36.70917549532251,111.93748221549147,45.39878464590708,113.63074300000001,49.62446955479026,24607400.0,-81.27731194298168
67,111.81860800000001,111.81860800000001,112.32381454883803,6.336257642898019,110.50111967894387,0.05296764891798489,-0.21349764753538608,29.253927571573257,110.59026946378633,44.558119480448006,113.32233666666667,48.634765228069476,29869400.0,-81.37262953488835
68,111.650208,111.650208,113.7106521309632,2.4285847248220165,110.5011192250177,-0.007812523425343443,-0.24380250655885727,39.251127509602576,113.34412819983775,43.85378687339861,112.99742086666669,53.525862145495594,52481200.0,-83.75355546375702
69,113.542252,113.542252,113.85924210771924,-25.560288218044754,112.92807877522041,0.023539659680437808,-0.1888447319582898,38.276594896498516,113.27478580780962,52.829583777753164,112.84156686666668,52.7952907425737,31074000.0,-57.00280428127794
70,112.48231399999999,112.48231399999999,112.9181718110159,-8.839745049670725,111.38275012748902,0.00353702729076133,-0.1856421016426367,40.90678156510624,112.77948820428803,48.20417951388056,112.59127646666667,56.324416461681956,36003200.0,-61.53843482284675
71,112.502122,112.502122,113.04695342208653,-18.857562760422056,111.45209096789861,-0.0132160141658062,-0.1799067938659593,49.058094429097586,111.98701443696723,48.29482160924264,112.41098753333334,49.353865589919614,34514300.0,-40.41305679164029
