date,open,high,low,close,volume,adjusted_close
2000-01-03,147.99045829433715,146.79998701464982,142.3533893699233,143.09739643265527,8164299.761353119,143.09739643265527
2000-01-04,143.89651977650502,145.0592508676525,140.75763929368617,142.1951903255279,8085301.056674557,142.1951903255279
2000-01-05,139.8025812586729,143.31851472065517,139.16188921744904,141.29298421840053,12177898.147282524,141.29298421840053
2000-01-06,138.958867793486,141.57777857365787,137.56613914121192,140.3907781112732,6142801.733084944,140.3907781112732
2000-01-07,142.0138892958123,143.73007665818704,140.31701664610193,142.62901031030998,8066598.828664559,142.62901031030998
2000-01-10,145.06891079813857,145.88237474271625,143.06789415099192,144.86724250934677,5741200.829709337,144.86724250934677
2000-01-11,145.18952714055257,146.31906453122392,143.78475274781022,145.29337706634422,7433699.586418129,145.29337706634422
2000-01-12,145.31014348296657,146.75575431973158,144.50161134462854,145.71951162334165,6907699.756026989,145.71951162334165
2000-01-13,145.43075982538056,147.19244410823927,145.21846994144684,146.14564618033907,5156300.716238407,146.14564618033907
2000-01-14,145.5513761677946,147.62913389674694,145.93532853826514,146.57178073733652,7437299.364698884,146.57178073733652
2000-01-18,145.62349770681575,146.81295868414264,144.90124837440538,145.6499099098278,6488500.255912071,145.6499099098278
2000-01-19,145.69561924583695,145.99678347153835,143.86716821054563,144.72803908231907,6152899.917329453,144.72803908231907
2000-01-20,145.76774078485812,145.18060825893406,142.83308804668587,143.80616825481036,5800100.023157576,143.80616825481036
2000-01-21,145.8398623238793,144.36443304632976,141.79900788282612,142.88429742730165,6244800.070239608,142.88429742730165
2000-01-24,144.3379535453333,143.54825783372547,140.76492771896636,141.96242659979293,7896900.365761813,141.96242659979293
2000-01-25,142.83604476678732,142.73208262112118,139.73084755510664,141.04055577228422,9938498.596630557,141.04055577228422
2000-01-26,141.33413598824137,141.9159074085169,138.69676739124688,140.11868494477548,5158101.858896023,140.11868494477548
2000-01-27,139.8322272096954,141.0997321959126,137.66268722738712,139.19681411726677,10875398.989577783,139.19681411726677
2000-01-28,139.33191211834804,141.43648602693327,137.49461720262545,139.43330880276687,11916200.085650813,139.43330880276687
2000-01-31,138.83159702700073,141.77323985795397,137.32654717786377,139.669803488267,10768699.980944157,139.669803488267
2000-02-01,138.3312819356534,142.10999368897467,137.15847715310213,139.9062981737671,8423899.853623236,139.9062981737671
2000-02-02,140.4140147216195,142.44674751999537,139.20863526448892,141.35373679648626,6205900.7297449885,141.35373679648626
2000-02-03,142.4967475075856,142.78350135101604,141.2587933758757,142.8011754192054,7997498.98568183,142.8011754192054
2000-02-04,142.82017045484528,143.12025518203671,141.43170847719148,142.73661040047594,4925400.83994373,142.73661040047594
2000-02-07,143.14359340210495,143.4570090130574,141.60462357850722,142.67204538174644,5846799.305374938,142.67204538174644
2000-02-08,143.46701634936463,143.7937628440781,141.77753867982295,142.60748036301698,4936500.926658893,142.60748036301698
2000-02-09,143.7904392966243,144.1305166750988,141.95045378113872,142.5429153442875,8511498.841192868,142.5429153442875
2000-02-10,142.836250457902,143.22013020578424,140.95254253818953,141.6433877539855,6690601.134556801,141.6433877539855
2000-02-11,141.88206161917967,142.30974373646967,139.95463129524038,140.7438601636835,9848798.981134016,140.7438601636835
2000-02-14,140.92787278045734,141.3993572671551,138.95672005229122,139.84433257338148,8528800.973660659,139.84433257338148
2000-02-15,139.97368394173503,140.48897079784052,137.95880880934203,138.94480498307948,11083299.174106278,138.94480498307948
2000-02-16,139.01949510301273,139.57858432852598,136.96089756639284,138.04527739277745,8845200.209882772,138.04527739277745
2000-02-17,138.0653062642904,138.6681978592114,135.9629863234437,137.14574980247545,7584199.998930673,137.14574980247545
2000-02-18,137.11111742556807,137.75781138989686,134.96507508049453,136.24622221217345,9401201.065713214,136.24622221217345
2000-02-22,136.15692858684577,136.84742492058228,133.96716383754534,135.34669462187145,16415797.904808464,135.34669462187145
2000-02-23,136.15047355466945,137.21201068305817,134.12611568056317,135.6322758453603,12118702.259119492,135.6322758453603
2000-02-24,136.14401852249313,137.57659644553408,134.285067523581,135.91785706884917,16624997.77753341,135.91785706884917
2000-02-25,136.13756349031684,137.94118220801,134.4440193665988,136.20343829233803,10559902.080689235,136.20343829233803
2000-02-28,136.13110845814055,138.3057679704859,134.60297120961664,136.4890195158269,13397798.359894477,136.4890195158269
2000-02-29,136.12465342596423,138.6703537329618,134.76192305263444,136.77460073931576,8242200.768977655,136.77460073931576
2000-03-01,136.1181983937879,139.0349394954377,135.86535944938066,137.5529845429125,6865999.771576461,137.5529845429125
2000-03-02,136.1117433616116,139.39952525791358,136.96879584612685,138.33136834650924,7600200.728165836,138.33136834650924
2000-03-03,136.10528832943527,139.7641110203895,138.07223224287307,139.10975215010598,12768698.602900729,139.10975215010598
2000-03-06,136.09883329725898,140.1286967828654,139.1756686396193,139.8881359537027,11966902.1002029,139.8881359537027
2000-03-07,136.80012522006507,140.04329326021843,136.9372643038821,138.8748648456032,19211797.800987907,138.8748648456032
2000-03-08,137.50141714287113,139.9578897375715,134.69885996814494,137.8615937375037,11808400.463895664,137.8615937375037
2000-03-09,138.2027090656772,139.87248621492455,136.5351546388047,138.80994848073283,5500900.92527524,138.80994848073283
2000-03-10,138.9040009884833,139.78708269227758,138.37144930946445,139.75830322396192,7924499.802410818,139.75830322396192
2000-03-13,138.14300954551027,140.92236176369235,136.92968151704005,138.69361677836085,10540399.211033193,138.69361677836085
2000-03-14,137.38201810253722,142.05764083510712,135.48791372461565,137.62893033275978,8263700.056161327,137.62893033275978
2000-03-15,139.57965898374374,143.19291990652187,138.20598489611902,141.10048027167085,9800802.571037995,141.10048027167085
2000-03-16,141.77729986495027,144.32819897793664,140.9240560676224,144.57203021058194,22876395.553286612,144.57203021058194
2000-03-17,143.7552291774192,146.34858933432156,142.86804068909362,146.21711256080727,10272903.230887016,146.21711256080727
2000-03-20,145.73315848988813,148.3689796907065,144.81202531056482,147.8621949110326,12502199.390196685,147.8621949110326
2000-03-21,147.71108780235707,150.38937004709143,146.75600993203605,149.5072772612579,13599598.828618152,149.5072772612579
2000-03-22,149.68901711482602,152.40976040347635,148.69999455350728,151.15235961148323,8259901.572606703,151.15235961148323
2000-03-23,150.38226840186624,152.61287239593938,149.32112591621245,151.32845579818104,11653899.231680036,151.32845579818104
2000-03-24,151.07551968890647,152.8159843884024,149.94225727891762,151.50455198487884,11462899.910664396,151.50455198487884
2000-03-27,151.76877097594667,153.01909638086542,150.56338864162282,151.68064817157668,8798599.99975977,151.68064817157668
2000-03-28,152.4620222629869,153.22220837332844,151.184520004328,151.85674435827448,6334300.1844258085,151.85674435827448
2000-03-29,151.71118838965,153.03097792788577,150.1210888452792,151.15231080651762,6747500.273000149,151.15231080651762
2000-03-30,150.96035451631315,152.83974748244304,149.05765768623039,150.44787725476073,9491899.553351749,150.44787725476073
2000-03-31,150.2095206429763,152.64851703700037,147.99422652718158,149.74344370300386,9249099.38798289,149.74344370300386
2000-04-03,149.4586867696394,152.45728659155768,146.93079536813278,149.039010151247,8508202.863431491,149.039010151247
2000-04-04,149.84183441423852,152.26605614611498,143.25152491353768,148.7765749341454,20456495.914111782,148.7765749341454
2000-04-05,150.2249820588376,152.0748257006723,146.86456313516396,148.5141397170438,8227902.485140715,148.5141397170438
2000-04-06,150.60812970343673,151.8835952552296,148.97681654516072,150.15902476106464,6378499.350941217,150.15902476106464
2000-04-07,150.99127734803585,151.6923648097869,151.08906995515747,151.80390980508548,6023600.608396119,151.80390980508548
2000-04-10,150.8511513431241,151.59892664058424,149.52578851953456,150.26168699544237,9624199.154278163,150.26168699544237
2000-04-11,150.71102533821232,151.50548847138157,147.96250708391162,148.71946418579927,9006400.53356284,148.71946418579927
2000-04-12,150.5708993333006,151.41205030217893,146.3992256482887,147.1772413761562,10779699.067494828,147.1772413761562
2000-04-13,146.5490479521404,147.13053546065197,140.44480570632453,143.12513437038228,12226802.548990628,143.12513437038228
2000-04-14,142.5271965709802,142.84902061912504,134.49038576436033,139.07302736460835,26930797.7836996,139.07302736460835
2000-04-17,136.43992344598172,143.17612188267765,136.48879079191428,140.28871677609567,23917899.38548175,140.28871677609567
2000-04-18,140.98247986306086,143.50322314623025,138.48719581946824,141.50440618758302,10955701.179076336,141.50440618758302
2000-04-19,142.22167119574905,143.83032440978286,140.48560084702217,142.72009559907036,6553700.122035475,142.72009559907036
2000-04-20,143.46086252843725,144.1574256733355,142.48400587457613,143.93578501055768,8610900.060874593,143.93578501055768
2000-04-24,144.06688245785836,145.37395316892963,143.19194648615002,145.195324564867,12893099.9558753,145.195324564867
2000-04-25,144.67290238727946,146.5904806645238,143.89988709772393,146.45486411917636,14101998.489584029,146.45486411917636
2000-04-26,145.39264139800667,147.80700816011796,144.60782770929782,146.4449229057414,7710602.911011145,146.4449229057414
2000-04-27,146.11238040873386,149.0235356557121,145.3157683208717,146.43498169230642,15594297.186527703,146.43498169230642
2000-04-28,145.66184198398065,148.0113579431315,144.5370573154584,145.66459679050527,8743401.264755262,145.66459679050527
2000-05-01,145.21130355922742,146.9991802305509,143.7583463100451,144.89421188870415,7328300.040904036,144.89421188870415
2000-05-02,144.7607651344742,145.9870025179703,142.9796353046318,144.12382698690303,9411200.428838752,144.12382698690303
